event_id,mag,longitude,latitude,depth (km),code,distance (km),vs30,pga (%g),pgv (cm/s),max_sa(0.3),max_sa(1.0),max_sa(3.0),E-pgv (cm/s),E-sa(0.3) (%g),E-sa(1.0) (%g),E-sa(3.0) (%g),E-pga (%g),N-pgv (cm/s),N-sa(0.3) (%g),N-sa(1.0) (%g),N-sa(3.0) (%g),N-pga (%g)
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA05,248.173,184.56,0.4622,0.1711,1.4762,0.0568,0.0058,0.0651,0.4372,0.0272,0.0038,0.2212,0.1711,1.4762,0.0568,0.0058,0.4622
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA06,249.539,197.81,0.4197,0.1592,1.0623,0.0898,0.0056,0.1284,0.8941,0.0898,0.0045,0.3026,0.1592,1.0623,0.0719,0.0056,0.4197
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA07,247.544,191.1,0.2333,0.1058,0.5893,0.0331,0.0033,0.1058,0.5893,0.0314,0.0032,0.2333,0.0769,0.3927,0.0331,0.0033,0.1737
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA09,247.266,228.3,0.2364,0.0839,0.4418,0.0366,0.0039,0.0839,0.4418,0.0307,0.0023,0.2364,0.0696,0.2261,0.0366,0.0039,0.1398
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA10,245.713,187.47,0.2685,0.0993,0.7179,0.0469,0.0037,0.0993,0.7179,0.0351,0.0032,0.2685,0.0785,0.601,0.0469,0.0037,0.2338
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA11,248.696,331.84,null,null,0.143,0.013,0.0026,0.1715,0.141,0.0104,0.0021,0.4738,0.2137,0.143,0.013,0.0026,0.6405
024d3nkv0i,4.6,-148.9842,62.7587,70.2,FA12,245.586,216.57,0.3735,0.0805,0.4336,0.0617,0.0043,0.0619,0.4336,0.0617,0.0043,0.1919,0.0805,0.3972,0.0563,0.0034,0.3735
024d3nkv0i,4.6,-148.9842,62.7587,70.2,GLB,311.284,672.47,0.0063,0.0042,0.017,0.0061,0.0009,0.0023,0.0103,0.0022,0.0006,0.0057,0.0042,0.017,0.0061,0.0009,0.0063
024d3nkv0i,4.6,-148.9842,62.7587,70.2,GREN,221.595,280.94,0.0585,0.0155,0.0866,0.0157,0.0029,0.0155,0.0866,0.0155,0.0023,0.0585,0.0133,0.0522,0.0157,0.0029,0.0392
024d3nkv0i,4.6,-148.9842,62.7587,70.2,GRES,218.544,311.96,0.0859,0.025,0.0853,0.0187,0.0018,0.0123,0.0853,0.0187,0.0018,0.0486,0.025,0.0708,0.0171,0.0018,0.0859
024d3nkv0i,4.6,-148.9842,62.7587,70.2,HDA,219.32,528.74,0.0593,0.0221,0.1037,0.0093,0.0008,0.0189,0.0983,0.0093,0.0008,0.0554,0.0221,0.1037,0.0066,0.0007,0.0593
024d3nkv0i,4.6,-148.9842,62.7587,70.2,HIN,299.903,760.0,0.0135,0.0077,0.0483,0.0175,0.0012,0.0077,0.0483,0.0175,0.0012,0.0122,0.0072,0.04,0.0097,0.0011,0.0135
024d3nkv0i,4.6,-148.9842,62.7587,70.2,HOM,379.55,760.0,0.0308,0.01,0.055,0.0078,0.0029,0.01,0.055,0.0068,0.0016,0.0308,0.009,0.0326,0.0078,0.0029,0.0231
024d3nkv0i,4.6,-148.9842,62.7587,70.2,I21K,314.522,760.0,0.0051,0.0038,0.0117,0.0041,0.0009,0.0019,0.0077,0.0041,0.0007,0.0039,0.0038,0.0117,0.004,0.0009,0.0051
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K203,188.628,293.63,0.0499,0.0176,0.169,0.0113,0.0021,0.0176,0.1321,0.0113,0.0021,0.0499,0.0172,0.169,0.0083,0.0017,0.0482
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K204,196.631,364.9,0.0937,0.0431,0.2472,0.0197,0.0043,0.0431,0.2472,0.019,0.0043,0.0877,0.0345,0.2082,0.0197,0.0036,0.0937
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K205,192.902,295.85,0.0956,0.0337,0.3535,0.0149,0.0034,0.0337,0.2732,0.0111,0.0034,0.0956,0.0328,0.3535,0.0149,0.0033,0.0825
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K208,195.296,252.49,0.1604,0.0493,0.2922,0.0206,0.0029,0.0471,0.2897,0.0151,0.0029,0.1083,0.0493,0.2922,0.0206,0.0028,0.1604
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K209,192.258,328.81,0.0553,0.0232,0.2009,0.0111,0.0011,0.0232,0.2009,0.0089,0.0011,0.0553,0.0124,0.1084,0.0111,0.001,0.0496
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K210,200.16,296.16,0.0763,0.0364,0.2484,0.0167,0.003,0.0293,0.2484,0.0167,0.0028,0.0708,0.0364,0.2385,0.0166,0.003,0.0763
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K211,197.195,320.23,0.1727,0.0575,0.2582,0.0129,0.0026,0.0575,0.2582,0.0129,0.0025,0.1727,0.0337,0.2571,0.0089,0.0026,0.0875
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K212,195.744,317.95,0.0444,0.0155,0.1529,0.0099,0.0015,0.0127,0.1214,0.0053,0.0011,0.0373,0.0155,0.1529,0.0099,0.0015,0.0444
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K213,200.888,368.72,0.105,0.0355,0.299,0.0128,0.0027,0.0355,0.299,0.0121,0.0022,0.105,0.0289,0.2526,0.0128,0.0027,0.0842
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K217,168.677,434.33,0.1071,0.0382,0.3921,0.0114,0.0024,0.0382,0.3921,0.0105,0.0024,0.1071,0.0378,0.3894,0.0114,0.0016,0.1055
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K220,199.461,461.71,0.1223,0.0493,0.4504,0.0152,0.0041,0.0493,0.3932,0.0144,0.0027,0.1223,0.0345,0.4504,0.0152,0.0041,0.0825
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K221,198.095,260.57,0.1277,0.0534,0.2893,0.0224,0.0035,0.0314,0.2893,0.0224,0.0028,0.1046,0.0534,0.2548,0.0209,0.0035,0.1277
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K222,203.161,444.33,0.1147,0.0284,0.2919,0.0214,0.0015,0.0274,0.2919,0.0123,0.0015,0.1147,0.0284,0.2,0.0214,0.0014,0.0868
024d3nkv0i,4.6,-148.9842,62.7587,70.2,K223,188.779,451.5,0.0769,0.0296,0.1556,0.0268,0.0048,0.0296,0.1556,0.0268,0.0039,0.0769,0.0213,0.1376,0.0236,0.0048,0.0573
024d3nkv0i,4.6,-148.9842,62.7587,70.2,KLU,221.296,887.39,0.0536,0.0198,0.1077,0.0115,0.0012,0.0137,0.0567,0.0088,0.0011,0.0444,0.0198,0.1077,0.0115,0.0012,0.0536
024d3nkv0i,4.6,-148.9842,62.7587,70.2,L22K,118.976,594.94,0.0478,0.0159,0.0909,0.0036,0.0015,0.0112,0.0659,0.0036,0.0012,0.0434,0.0159,0.0909,0.0035,0.0015,0.0478
024d3nkv0i,4.6,-148.9842,62.7587,70.2,MS02,152.914,275.46,0.2183,0.125,0.4227,0.0818,0.0109,0.0923,0.4227,0.0818,0.0094,0.2183,0.125,0.4149,0.0772,0.0109,0.2133
024d3nkv0i,4.6,-148.9842,62.7587,70.2,MS03,146.104,320.71,0.6017,0.2275,1.7652,0.0594,0.0115,0.2275,1.7652,0.0447,0.0115,0.6017,0.1874,1.5831,0.0594,0.0094,0.5186
024d3nkv0i,4.6,-148.9842,62.7587,70.2,NEA2,215.322,745.29,0.0437,0.0147,0.0713,0.0103,0.0009,0.0147,0.0692,0.0103,0.0007,0.0437,0.0117,0.0713,0.0072,0.0009,0.0382
024d3nkv0i,4.6,-148.9842,62.7587,70.2,NIKI,272.61,261.25,0.0518,0.0292,0.2287,0.0243,0.0084,0.028,0.1874,0.0234,0.0068,0.0518,0.0292,0.2287,0.0243,0.0084,0.0489
024d3nkv0i,4.6,-148.9842,62.7587,70.2,O19K,408.221,760.0,0.0057,0.003,0.0198,0.0014,0.0003,0.003,0.0198,0.0014,0.0003,0.0057,0.0021,0.0147,0.0012,0.0002,0.0045
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PAX,190.318,591.47,0.0883,0.0292,0.1328,0.0269,0.0018,0.0292,0.1084,0.0256,0.0018,0.0883,0.0256,0.1328,0.0269,0.0012,0.0752
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS06,352.854,760.0,0.0189,0.0046,0.0239,0.0028,0.0003,0.004,0.0239,0.0028,0.0003,0.0144,0.0046,0.022,0.002,0.0003,0.0189
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS07,293.548,760.0,0.0181,0.0097,0.052,0.0096,0.0009,0.0097,0.0371,0.0092,0.0005,0.0181,0.0095,0.052,0.0096,0.0009,0.0149
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS08,234.232,436.32,0.0656,0.0276,0.1617,0.015,0.0011,0.0243,0.1448,0.015,0.0011,0.0581,0.0276,0.1617,0.0099,0.0011,0.0656
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS09,216.116,328.19,0.0547,0.0172,0.0942,0.0156,0.0021,0.0159,0.0942,0.0156,0.0021,0.0503,0.0172,0.0739,0.0108,0.0014,0.0547
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS10,188.797,554.8,0.0943,0.0537,0.2242,0.0875,0.0053,0.0537,0.2242,0.0875,0.0053,0.0896,0.0434,0.2203,0.0549,0.003,0.0943
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS11,205.38,432.61,0.1828,0.0634,0.2427,0.0536,0.0075,0.0634,0.2276,0.0536,0.0075,0.1828,0.0444,0.2427,0.0412,0.0042,0.1129
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PS12,252.565,630.29,0.0777,0.027,0.1438,0.0146,0.0014,0.027,0.1438,0.0146,0.0014,0.0777,0.0252,0.0813,0.0131,0.0011,0.0722
024d3nkv0i,4.6,-148.9842,62.7587,70.2,PWL,223.906,788.64,0.0614,0.0207,0.1966,0.0111,0.0017,0.0166,0.1025,0.0111,0.0017,0.0614,0.0207,0.1966,0.0082,0.0011,0.0489
024d3nkv0i,4.6,-148.9842,62.7587,70.2,Q23K,400.718,760.0,0.0311,0.0024,0.0128,0.0032,0.003,0.0024,0.0101,0.0027,0.0012,0.0174,0.0021,0.0128,0.0032,0.003,0.0311
024d3nkv0i,4.6,-148.9842,62.7587,70.2,RC01,201.916,538.44,0.1115,0.038,0.3531,0.0082,0.0016,0.0357,0.3047,0.0082,0.0016,0.1049,0.038,0.3531,0.0081,0.0012,0.1115
024d3nkv0i,4.6,-148.9842,62.7587,70.2,RIDG,241.833,782.99,0.0376,0.0163,0.0734,0.0176,0.003,0.0163,0.0734,0.0176,0.003,0.0376,0.0136,0.0605,0.0103,0.0015,0.0318
024d3nkv0i,4.6,-148.9842,62.7587,70.2,RND,100.136,864.46,0.2202,0.0398,0.2137,0.0271,0.0027,0.0327,0.0918,0.0271,0.0023,0.1666,0.0398,0.2137,0.0133,0.0027,0.2202
024d3nkv0i,4.6,-148.9842,62.7587,70.2,SAW,129.985,565.51,0.1553,0.0748,0.7453,0.0654,0.0039,0.0748,0.7453,0.0299,0.0034,0.153,0.07,0.5388,0.0654,0.0039,0.1553
024d3nkv0i,4.6,-148.9842,62.7587,70.2,SCM,149.155,441.07,0.1135,0.0922,0.2267,0.1249,0.0087,0.0922,0.1607,0.1249,0.0071,0.1135,0.0848,0.2267,0.1082,0.0087,0.0916
024d3nkv0i,4.6,-148.9842,62.7587,70.2,SKN,172.987,842.46,0.1023,0.0415,0.4067,0.012,0.0014,0.0353,0.4067,0.012,0.0014,0.1023,0.0415,0.3811,0.0118,0.0013,0.101
024d3nkv0i,4.6,-148.9842,62.7587,70.2,SWD,303.479,760.0,0.0168,0.005,0.036,0.0026,0.0006,0.005,0.036,0.0026,0.0004,0.0151,0.0048,0.0347,0.0022,0.0006,0.0168
024d3nkv0i,4.6,-148.9842,62.7587,70.2,VMT,239.303,894.23,0.0649,0.0223,0.106,0.0139,0.0009,0.0223,0.106,0.0139,0.0009,0.0649,0.0185,0.0797,0.0072,0.0008,0.0641
024d3nkv0i,4.6,-148.9842,62.7587,70.2,WAT1,72.58,488.2,0.9805,0.2484,1.5615,0.0849,0.0105,0.213,0.8307,0.0849,0.0101,0.8456,0.2484,1.5615,0.0774,0.0105,0.9805
024d1os5jt,4.2,-150.0205,63.4453,4.1,2704,242.979,760.0,0.0229,0.0192,0.0577,0.0434,0.002,0.0192,0.0547,0.0434,0.002,0.0229,0.0122,0.0577,0.0215,0.0019,0.0222
024d1os5jt,4.2,-150.0205,63.4453,4.1,2730,210.107,516.64,0.0269,0.0247,0.0533,0.0088,0.0066,0.0117,0.0454,0.0082,0.0007,0.0269,0.0247,0.0533,0.0088,0.0066,0.0262
024d1os5jt,4.2,-150.0205,63.4453,4.1,8007,247.005,760.0,0.0238,0.0113,0.0824,0.0165,0.0017,0.01,0.0751,0.0165,0.0016,0.0238,0.0113,0.0824,0.0138,0.0017,0.0218
024d1os5jt,4.2,-150.0205,63.4453,4.1,8011,244.283,760.0,0.0271,0.0085,0.0422,0.0118,0.0012,0.0085,0.0422,0.0118,0.001,0.0271,0.0069,0.036,0.0109,0.0012,0.02
024d1os5jt,4.2,-150.0205,63.4453,4.1,8021,254.771,760.0,0.0274,0.0104,0.0308,0.0085,0.0016,0.0104,0.0308,0.008,0.0008,0.0274,0.0067,0.029,0.0085,0.0016,0.016
024d1os5jt,4.2,-150.0205,63.4453,4.1,8025,250.984,760.0,0.0301,0.0122,0.0675,0.0127,0.0016,0.0115,0.0532,0.0127,0.0009,0.0234,0.0122,0.0675,0.0102,0.0016,0.0301
024d1os5jt,4.2,-150.0205,63.4453,4.1,8026,244.207,760.0,0.0345,0.0162,0.1311,0.0162,0.0014,0.0162,0.1311,0.0162,0.0014,0.0344,0.0151,0.1047,0.0119,0.0012,0.0345
024d1os5jt,4.2,-150.0205,63.4453,4.1,8027,249.454,760.0,0.0335,0.0141,0.1162,0.0165,0.0014,0.0126,0.1162,0.0165,0.0011,0.0241,0.0141,0.0771,0.0097,0.0014,0.0335
024d1os5jt,4.2,-150.0205,63.4453,4.1,8028,246.125,760.0,0.0546,0.0225,0.0672,0.0092,0.0012,0.0137,0.0672,0.0092,0.0007,0.0399,0.0225,0.0363,0.0078,0.0012,0.0546
024d1os5jt,4.2,-150.0205,63.4453,4.1,8029,248.061,760.0,0.041,0.0109,0.0474,0.0097,0.0012,0.0084,0.0442,0.0089,0.0009,0.0335,0.0109,0.0474,0.0097,0.0012,0.041
024d1os5jt,4.2,-150.0205,63.4453,4.1,8030,247.518,760.0,0.0282,0.011,0.0668,0.0109,0.001,0.01,0.0649,0.0074,0.001,0.0282,0.011,0.0668,0.0109,0.0009,0.0241
024d1os5jt,4.2,-150.0205,63.4453,4.1,8036,247.499,760.0,0.0255,0.0142,0.0819,0.0244,0.0028,0.0142,0.0806,0.0244,0.0028,0.0241,0.0134,0.0819,0.019,0.0019,0.0255
024d1os5jt,4.2,-150.0205,63.4453,4.1,8037,249.919,760.0,0.0275,0.0151,0.1117,0.0335,0.002,0.0151,0.0938,0.0335,0.002,0.0275,0.0125,0.1117,0.0201,0.0017,0.0251
024d1os5jt,4.2,-150.0205,63.4453,4.1,BRLK,408.999,760.0,0.0022,0.0009,0.0032,0.0014,0.0003,0.0009,0.0032,0.0014,0.0003,0.0016,0.0008,0.003,0.001,0.0002,0.0022
024d1os5jt,4.2,-150.0205,63.4453,4.1,CAPN,299.172,760.0,0.021,0.0155,0.0721,0.0212,0.0022,0.015,0.0721,0.0212,0.0022,0.021,0.0155,0.0572,0.0207,0.0022,0.0142
024d1os5jt,4.2,-150.0205,63.4453,4.1,CDVT,400.432,760.0,0.0011,0.0009,0.0027,0.001,0.0002,0.0009,0.0016,0.001,0.0002,0.0011,0.0007,0.0027,0.001,0.0001,0.0009
024d1os5jt,4.2,-150.0205,63.4453,4.1,DAM1,408.192,760.0,0.0019,0.0009,0.0043,0.0017,0.0002,0.0009,0.0043,0.0009,0.0002,0.0019,0.0009,0.0032,0.0017,0.0002,0.0013
024d1os5jt,4.2,-150.0205,63.4453,4.1,DAM2,408.228,760.0,0.0016,0.0007,0.0028,0.0013,0.0005,0.0006,0.002,0.001,0.0003,0.0016,0.0007,0.0028,0.0013,0.0005,0.0016
024d1os5jt,4.2,-150.0205,63.4453,4.1,DIV,333.703,760.0,0.0049,0.0034,0.0107,0.0045,0.0005,0.0016,0.01,0.0021,0.0003,0.0035,0.0034,0.0107,0.0045,0.0005,0.0049
024d1os5jt,4.2,-150.0205,63.4453,4.1,DOT,293.759,760.0,0.0045,0.0027,0.0086,0.0044,0.0004,0.0027,0.0064,0.0044,0.0004,0.0045,0.0019,0.0086,0.0031,0.0003,0.0041
024d1os5jt,4.2,-150.0205,63.4453,4.1,ER01,232.462,760.0,0.0461,0.0141,0.0659,0.0103,0.0017,0.0141,0.0659,0.0103,0.0012,0.0383,0.0141,0.0541,0.0099,0.0017,0.0461
024d1os5jt,4.2,-150.0205,63.4453,4.1,ER02,233.095,760.0,0.0516,0.0249,0.1499,0.0282,0.0016,0.0249,0.1072,0.0282,0.0016,0.0455,0.0241,0.1499,0.0207,0.0015,0.0516
024d1os5jt,4.2,-150.0205,63.4453,4.1,ER03,233.453,760.0,null,null,0.0994,0.0329,0.0019,0.0227,0.0994,0.0329,0.0019,0.1108,0.0504,0.0968,0.0136,0.0012,0.1584
024d1os5jt,4.2,-150.0205,63.4453,4.1,ER04,230.039,760.0,null,0.02,0.2077,0.0166,0.0018,0.0199,0.1024,0.0166,0.0018,0.0674,0.02,0.2077,0.0106,0.0011,0.0812
024d1os5jt,4.2,-150.0205,63.4453,4.1,EYAK,386.847,760.0,0.0015,0.0014,0.0037,0.0021,0.0006,0.0013,0.0033,0.002,0.0005,0.001,0.0014,0.0037,0.0021,0.0006,0.0015
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA01,185.923,372.03,0.0189,0.0069,0.0284,0.0067,0.001,0.0069,0.0284,0.0067,0.0009,0.0189,0.005,0.0237,0.0038,0.001,0.0105
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA02,185.102,458.02,0.0701,0.0307,0.2309,0.0114,0.0018,0.0274,0.2309,0.0099,0.0018,0.0598,0.0307,0.2008,0.0114,0.0016,0.0701
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA05,191.283,180.0,0.0649,0.032,0.1669,0.0521,0.0057,0.032,0.1236,0.0521,0.0043,0.0555,0.0309,0.1669,0.0408,0.0057,0.0649
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA06,193.44,208.65,0.0797,0.0488,0.1407,0.0814,0.0047,0.0421,0.1342,0.0814,0.0033,0.0661,0.0488,0.1407,0.0766,0.0047,0.0797
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA07,191.73,211.79,0.0546,0.028,0.191,0.0365,0.0034,0.028,0.191,0.0365,0.003,0.0546,0.027,0.1754,0.0361,0.0034,0.0483
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA09,189.355,211.07,0.0589,0.0275,0.0988,0.0375,0.0022,0.0275,0.093,0.0357,0.0018,0.0589,0.0267,0.0988,0.0375,0.0022,0.0499
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA10,188.673,180.0,0.0653,0.033,0.1717,0.0522,0.0029,0.033,0.1717,0.0522,0.0029,0.0653,0.0305,0.1289,0.0405,0.0029,0.0635
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA11,190.253,301.28,0.1049,0.0441,0.0446,0.0063,0.0006,0.0336,0.036,0.0063,0.0005,0.0865,0.0441,0.0446,0.0059,0.0006,0.1049
024d1os5jt,4.2,-150.0205,63.4453,4.1,FA12,186.995,217.75,0.0664,0.0316,0.186,0.0454,0.0027,0.0253,0.1468,0.0454,0.0027,0.051,0.0316,0.186,0.0345,0.0023,0.0664
024d1os5jt,4.2,-150.0205,63.4453,4.1,GLB,385.079,760.0,0.0012,0.0013,0.0031,0.0024,0.0003,0.0012,0.0031,0.0018,0.0003,0.0011,0.0013,0.0031,0.0024,0.0003,0.0012
024d1os5jt,4.2,-150.0205,63.4453,4.1,GREN,219.762,760.0,0.0267,0.0076,0.025,0.0071,0.0019,0.0076,0.0219,0.0071,0.0019,0.0267,0.0064,0.025,0.0071,0.0018,0.0198
024d1os5jt,4.2,-150.0205,63.4453,4.1,GRES,217.411,760.0,0.0156,0.0065,0.0223,0.0094,0.0017,0.0065,0.0223,0.0094,0.0017,0.0156,0.0055,0.018,0.006,0.0015,0.0126
024d1os5jt,4.2,-150.0205,63.4453,4.1,HDA,184.549,525.1,0.0282,0.0082,0.0301,0.0061,0.0007,0.0061,0.0301,0.0049,0.0007,0.0238,0.0082,0.029,0.0061,0.0006,0.0282
024d1os5jt,4.2,-150.0205,63.4453,4.1,HIN,380.883,760.0,0.0022,0.0023,0.006,0.0058,0.001,0.0022,0.0057,0.0057,0.0006,0.0022,0.0023,0.006,0.0058,0.001,0.0021
024d1os5jt,4.2,-150.0205,63.4453,4.1,HOM,425.701,760.0,0.0064,0.0062,0.0168,0.0071,0.0026,0.0044,0.0168,0.006,0.0015,0.0064,0.0062,0.0108,0.0071,0.0026,0.0058
024d1os5jt,4.2,-150.0205,63.4453,4.1,I21K,217.581,760.0,0.0069,0.0042,0.0177,0.0064,0.0008,0.0042,0.0177,0.0064,0.0007,0.0069,0.003,0.0094,0.0041,0.0008,0.0043
024d1os5jt,4.2,-150.0205,63.4453,4.1,K203,243.151,760.0,0.014,0.0072,0.043,0.0132,0.0013,0.0072,0.0356,0.0132,0.0008,0.0128,0.0058,0.043,0.0085,0.0013,0.014
024d1os5jt,4.2,-150.0205,63.4453,4.1,K204,247.741,760.0,0.0262,0.0144,0.0885,0.022,0.0029,0.0144,0.0885,0.0192,0.0029,0.0262,0.0138,0.0631,0.022,0.0021,0.0244
024d1os5jt,4.2,-150.0205,63.4453,4.1,K205,245.148,760.0,0.0208,0.0136,0.0753,0.0198,0.0029,0.0104,0.0753,0.0198,0.0029,0.0208,0.0136,0.0709,0.0164,0.0018,0.0196
024d1os5jt,4.2,-150.0205,63.4453,4.1,K209,247.088,760.0,0.0128,0.0081,0.036,0.0095,0.0007,0.0061,0.0326,0.0095,0.0006,0.0127,0.0081,0.036,0.0067,0.0007,0.0128
024d1os5jt,4.2,-150.0205,63.4453,4.1,K210,252.942,760.0,0.034,0.0134,0.0895,0.0239,0.0019,0.0134,0.0895,0.0139,0.0011,0.034,0.013,0.07,0.0239,0.0019,0.0285
024d1os5jt,4.2,-150.0205,63.4453,4.1,K212,250.199,760.0,0.0185,0.0055,0.0289,0.0101,0.0008,0.0052,0.0289,0.0073,0.0008,0.0185,0.0055,0.0266,0.0101,0.0007,0.0146
024d1os5jt,4.2,-150.0205,63.4453,4.1,K213,254.839,760.0,0.0193,0.0101,0.0732,0.0131,0.001,0.0077,0.0732,0.0131,0.0007,0.0172,0.0101,0.0541,0.011,0.001,0.0193
024d1os5jt,4.2,-150.0205,63.4453,4.1,K214,253.823,760.0,0.0155,0.0064,0.037,0.0043,0.0004,0.0052,0.0347,0.004,0.0004,0.015,0.0064,0.037,0.0043,0.0004,0.0155
024d1os5jt,4.2,-150.0205,63.4453,4.1,K217,224.602,760.0,0.0256,0.0122,0.0687,0.0099,0.0009,0.0104,0.0601,0.0099,0.0009,0.0194,0.0122,0.0687,0.0064,0.0007,0.0256
024d1os5jt,4.2,-150.0205,63.4453,4.1,K220,250.183,760.0,0.0271,0.0173,0.0808,0.0218,0.0024,0.0173,0.0808,0.0184,0.0023,0.0271,0.011,0.0662,0.0218,0.0024,0.0186
024d1os5jt,4.2,-150.0205,63.4453,4.1,K221,250.34,760.0,0.0373,0.0156,0.1636,0.0264,0.0018,0.0156,0.1636,0.0264,0.0018,0.0373,0.0127,0.1036,0.0219,0.0018,0.0321
024d1os5jt,4.2,-150.0205,63.4453,4.1,K222,257.675,760.0,0.0234,0.0123,0.0417,0.0143,0.0008,0.0123,0.0417,0.011,0.0008,0.0234,0.0073,0.0334,0.0143,0.0008,0.0179
024d1os5jt,4.2,-150.0205,63.4453,4.1,K223,241.378,760.0,0.0244,0.0136,0.0424,0.0367,0.0022,0.0134,0.0424,0.0354,0.0022,0.0244,0.0136,0.0366,0.0367,0.002,0.0215
024d1os5jt,4.2,-150.0205,63.4453,4.1,KLU,297.934,760.0,0.0051,0.0042,0.0171,0.0042,0.0007,0.0033,0.0122,0.0042,0.0004,0.0048,0.0042,0.0171,0.004,0.0007,0.0051
024d1os5jt,4.2,-150.0205,63.4453,4.1,L22K,105.144,608.34,0.0276,0.0082,0.0509,0.0065,0.0012,0.0081,0.0509,0.0047,0.0007,0.0276,0.0082,0.0319,0.0065,0.0012,0.024
024d1os5jt,4.2,-150.0205,63.4453,4.1,MS02,201.967,271.75,0.1365,0.0754,0.1563,0.0827,0.0061,0.0415,0.1337,0.0827,0.0061,0.0855,0.0754,0.1563,0.075,0.0035,0.1365
024d1os5jt,4.2,-150.0205,63.4453,4.1,MS03,202.649,369.27,0.1189,0.0531,0.2975,0.0434,0.0033,0.0434,0.2975,0.0434,0.0033,0.116,0.0531,0.2229,0.0422,0.0032,0.1189
024d1os5jt,4.2,-150.0205,63.4453,4.1,NEA2,137.683,663.78,0.0279,0.0084,0.0327,0.0102,0.0012,0.0084,0.0327,0.0051,0.0007,0.0213,0.0077,0.0263,0.0102,0.0012,0.0279
024d1os5jt,4.2,-150.0205,63.4453,4.1,NIKI,311.794,760.0,0.0169,0.0149,0.047,0.0308,0.0042,0.0149,0.047,0.0308,0.0042,0.0169,0.0112,0.046,0.0276,0.0032,0.016
024d1os5jt,4.2,-150.0205,63.4453,4.1,O19K,422.659,760.0,0.0048,0.0027,0.009,0.0028,0.0003,0.0025,0.0086,0.0028,0.0003,0.0034,0.0027,0.009,0.0015,0.0002,0.0048
024d1os5jt,4.2,-150.0205,63.4453,4.1,PAX,231.089,760.0,0.0088,0.0038,0.0125,0.0075,0.0009,0.0027,0.0092,0.0039,0.0009,0.0088,0.0038,0.0125,0.0075,0.0007,0.0062
024d1os5jt,4.2,-150.0205,63.4453,4.1,PS05,378.364,760.0,0.0025,0.0016,0.0041,0.0026,0.0003,0.0015,0.0041,0.0026,0.0003,0.0022,0.0016,0.0031,0.0024,0.0002,0.0025
024d1os5jt,4.2,-150.0205,63.4453,4.1,PS06,270.731,760.0,0.0086,0.0032,0.0088,0.0036,0.0004,0.0031,0.0082,0.0036,0.0004,0.0086,0.0032,0.0088,0.0033,0.0004,0.0064
024d1os5jt,4.2,-150.0205,63.4453,4.1,PS07,225.514,760.0,0.0127,0.0089,0.0187,0.0106,0.0012,0.0089,0.0187,0.0106,0.0012,0.0104,0.0085,0.0164,0.0085,0.001,0.0127
024d1os5jt,4.2,-150.0205,63.4453,4.1,PS08,198.204,441.31,0.0249,0.0093,0.0446,0.0049,0.0008,0.0093,0.0446,0.0049,0.0006,0.021,0.0078,0.038,0.0041,0.0008,0.0249
024d1os5jt,4.2,-150.0205,63.4453,4.1,PS09,215.108,312.37,0.0225,0.0075,0.026,0.0095,0.0019,0.0075,0.025,0.0095,0.0019,0.0189,0.0072,0.026,0.0074,0.0015,0.0225
024d1os5jt,4.2,-150.0205,63.4453,4.1,PS10,209.189,450.89,0.0278,0.0233,0.0593,0.0234,0.0018,0.0152,0.0593,0.0182,0.0011,0.0278,0.0233,0.0572,0.0234,0.0018,0.0258
